"PCA1","PCA2","PCA3","PCA4","PCA5","UMAP1","UMAP2","cell_id"
4.62494,13.9089,10.0462,10.0951,1.46273,11.6061,-0.919745,"X534552"
15.7553,32.1055,8.75543,10.0546,37.7729,13.1793,-0.777498,"X154733"
27.6514,-47.0908,-41.5864,35.3079,-1.57527,7.90594,0.703666,"X759710"
14.8582,-61.4918,-35.3392,6.55581,8.18929,8.39261,0.304675,"X308850"
6.75558,18.6171,-12.3921,-15.0124,-18.1953,10.4261,-1.66702,"X233698"
4.2013,-33.6564,0.738327,-5.30017,-2.33248,8.91171,-1.02305,"X196712"
-3.63668,53.5339,-24.6997,10.8003,-3.60785,13.3469,-2.35485,"X754063"
3.76213,0.0937476,15.7124,-3.18204,6.99684,11.0612,-0.145006,"X610136"
12.765,8.0345,6.34714,-8.15251,8.01651,12.1158,-1.93499,"X729631"
15.8531,15.5487,1.11842,24.8624,15.3013,11.8742,-2.14337,"X406995"
20.9974,20.3613,1.11462,17.4894,-0.249461,12.127,-1.50339,"X119170"
-14.8294,-20.8465,-5.06886,12.8286,34.0991,9.82887,0.123062,"X337750"
16.7211,-2.07894,4.01074,11.7901,3.47068,10.2732,-0.262847,"X132368"
11.5453,21.7782,14.703,0.237724,13.5773,11.8527,-1.30241,"X215378"
2.66667,7.97931,-3.84993,21.7623,-3.23786,10.5861,-0.589414,"X108484"
28.008,-45.5312,-39.4337,-16.2197,4.68339,8.12106,0.229765,"X270965"
3.31003,55.7134,-54.7281,-15.1804,-41.0893,13.1575,-2.95907,"X72765"
-3.85522,4.16141,9.50233,-0.555206,24.062,12.2044,-0.432701,"X243542"
-10.2845,-43.4206,-1.55238,1.38442,13.6733,8.95693,-0.236643,"X301866"
22.2719,38.1331,-17.9945,16.3165,7.36614,11.4862,-1.45287,"X620787"
11.0072,2.07405,5.0444,-15.85,7.10665,10.5434,-0.892417,"X7571"
6.04461,-14.6788,11.7525,9.59509,20.8907,11.5887,0.328641,"X246920"
7.11358,17.1633,8.33023,-17.6797,-7.31149,10.5047,-0.758231,"X255353"
0.660554,21.055,3.68049,11.2302,22.3961,12.7716,-0.254584,"X111216"
18.6474,2.37424,-3.26119,18.4316,15.5156,11.7255,-0.417634,"X852478"
21.0853,-6.38238,-5.91814,22.108,-11.7954,10.5958,-0.130428,"X596439"
28.8149,-1.44897,-13.7878,-13.6703,-20.6862,11.012,-2.18818,"X205650"
10.5297,-29.1597,17.2704,10.5777,19.1884,9.54973,-0.702629,"X530577"
-0.771482,-11.8228,-4.63593,1.8845,17.2046,9.94866,-1.10664,"X490412"
-4.89431,-10.2852,11.5594,-22.3928,5.33308,9.79913,-1.87378,"X175066"
21.8882,39.6083,-10.2268,25.1893,-6.29779,12.2555,-2.1062,"X188777"
10.2958,12.5833,11.2126,8.76042,7.36748,11.762,-0.384814,"X819388"
1.20621,1.59388,9.09394,15.2248,21.242,10.2018,-0.545373,"X624184"
0.0575481,16.6079,21.4413,5.3378,21.6273,13.1404,-0.295808,"X611814"
9.48704,7.66693,22.0227,3.26147,15.6912,11.3116,-0.0157291,"X61207"
19.2227,46.5899,-46.3547,18.7459,-30.0736,13.0266,-2.58475,"X196750"
21.7628,17.8371,-12.2989,-10.7931,-27.6781,11.7907,-1.83314,"X830879"
12.3245,8.24274,9.78009,17.824,8.73685,12.7592,-1.44,"X556835"
0.477514,27.1003,2.8804,-2.02328,-32.0761,11.1896,-2.07285,"X150580"
26.8265,-7.95684,16.676,-15.5159,-13.0556,10.178,-1.69477,"X67392"
5.08266,-53.5539,-27.2096,6.92927,20.1651,8.78926,-0.170255,"X883373"
19.5518,34.3733,-7.2343,27.304,17.2643,12.4816,-1.4754,"X876415"
12.0995,54.8731,-49.2327,4.69923,-20.4546,13.0862,-2.24212,"X245857"
15.3451,34.5532,-8.3382,25.6088,3.58854,12.3249,-2.38061,"X13216"
21.4627,11.6136,6.89514,-0.421909,14.2511,11.2623,-2.63783,"X321631"
18.7874,18.7585,15.2452,14.1233,10.0508,11.175,-1.48928,"X69544"
15.0983,-0.501189,-18.0824,27.4806,4.52851,12.307,-1.87066,"X257634"
17.1574,39.5129,-10.3366,34.7987,3.2453,12.5141,-1.03072,"X778104"
16.5407,-6.19099,1.39881,-9.619,6.8333,10.47,-0.63066,"X809181"
11.7281,14.5948,6.6899,-1.579,24.1636,12.9705,-0.360674,"X312998"
18.7714,0.520216,-9.00747,24.1307,11.5517,11.9779,-1.56409,"X777034"
11.5699,47.325,-37.1973,5.14318,-25.3038,12.9306,-2.8083,"X96652"
15.6669,38.7519,-27.5384,-4.58146,-13.4997,13.1101,-2.65409,"X871635"
0.972539,5.93143,-0.976779,13.0046,19.5418,11.4042,-0.361127,"X180725"
16.3277,28.4308,-21.8811,47.5687,-3.99091,12.3134,-2.52733,"X180967"
9.54157,34.8875,-0.0459163,8.31204,27.8851,11.5712,-0.944262,"X831262"
26.1194,33.6565,0.975646,2.94887,-0.265003,11.9461,-1.95658,"X591777"
-1.02458,-41.0089,-19.2228,-9.02076,23.687,9.40177,-0.111718,"X58493"
43.7664,4.28717,-17.5449,24.1062,-4.89923,12.1913,-1.84106,"X681051"
9.77411,16.6779,-24.2181,12.4203,-32.9445,10.2108,-0.919829,"X55355"
14.9507,-30.7284,10.7644,-1.59731,-9.53055,9.44851,-0.931603,"X369226"
12.4429,29.8178,8.05422,11.4769,15.9085,10.892,-0.804236,"X489201"
6.76403,12.8836,-7.81967,18.6954,20.9298,11.6989,0.26371,"X812592"
12.6095,23.0575,11.9838,10.9931,13.0503,12.6317,0.0749463,"X579294"
38.2616,26.871,-2.69045,20.0226,-3.57309,12.16,-1.36164,"X267788"
27.4884,-7.19717,21.4558,-2.52875,-2.75263,12.4038,-0.869428,"X346320"
20.0051,27.1171,-30.7606,-5.5244,-14.1213,13.2546,-3.07077,"X368240"
7.77989,-67.2611,-14.3096,-7.93372,-8.39094,7.92453,0.391484,"X161536"
30.1132,-39.3297,-0.115606,1.60534,-15.4649,9.37579,-0.818446,"X476517"
16.6012,15.629,2.73142,-9.61443,-28.1797,11.5358,-1.91776,"X160719"
22.0795,10.5349,-28.2619,-4.04175,-35.3129,12.8437,-2.69169,"X475668"
20.2726,14.5676,-14.4803,20.6997,4.48853,12.7775,-2.34477,"X608866"
17.9716,1.97747,-8.14058,-20.0646,3.60808,10.4434,-1.29655,"X228667"
20.5704,-27.3444,4.35753,9.87401,-16.0765,9.44839,-1.5079,"X83609"
33.6929,-19.2161,0.0116028,32.9263,8.3912,12.1502,-0.156366,"X324623"
21.8388,11.5056,1.82305,7.97069,23.2978,12.0724,-0.935234,"X576616"
23.6244,5.37667,-3.95235,-22.6277,-7.59565,10.9863,-1.40933,"X603935"
30.5923,8.23728,9.95805,0.929205,17.5119,11.0456,-0.494748,"X388847"
19.5532,37.3736,-21.6768,-22.4235,-16.5498,13.3219,-2.6068,"X288799"
14.9883,-12.5482,10.0831,-12.8871,-21.3595,10.4432,-1.92878,"X873881"
22.8592,-5.27521,21.4136,14.8423,-13.1458,11.5343,-1.78664,"X498689"
23.9743,1.0868,-0.671148,-2.04303,9.32231,11.1136,-0.886909,"X135013"
29.4799,7.01861,-3.38472,-9.93153,-0.00934157,12.0194,-0.749048,"X134510"
35.8167,3.20667,6.92339,5.92878,-18.2384,11.7774,-2.05739,"X72349"
16.275,-19.5034,7.25138,-9.11244,-5.34823,9.6661,-1.49063,"X83246"
9.96825,11.6358,-0.895228,11.7999,-0.922286,12.108,-1.83782,"X130643"
11.611,-25.4712,5.45423,11.1697,23.9038,9.25646,-0.399369,"X67520"
29.2551,-2.28709,14.4943,5.68723,6.48198,11.4675,-1.05268,"X596644"
40.532,-70.2115,-40.5467,6.73256,-10.149,8.09598,0.538813,"X121104"
36.31,7.96901,15.7367,-4.11794,-4.56837,10.7522,-1.05018,"X312409"
31.0876,37.9518,-20.5625,30.4581,-12.673400000000001,12.8745,-1.47153,"X780316"
26.8495,3.77413,-6.50932,9.39558,17.7955,11.2958,-2.29784,"X140791"
28.3793,0.88661,8.04134,-14.354,5.78983,10.4744,-0.632994,"X759113"
18.4764,21.327,5.07245,26.9903,23.8236,10.7588,-0.380233,"X843931"
29.6799,13.2217,6.95566,8.49785,9.99998,11.3466,0.104817,"X671197"
18.6097,22.0873,4.55145,15.6591,4.60651,12.351,0.214652,"X509167"
41.4405,16.4714,-10.0803,11.7006,-15.6618,12.8957,-2.10377,"X592660"
22.4034,31.8684,-4.1961,11.9183,-8.04607,11.6359,-2.23893,"X295939"
25.7097,19.5327,4.77146,30.7128,15.5542,13.0888,-0.837745,"X487659"
19.3871,-9.54502,14.9085,-14.2111,-9.21779,10.7292,-1.18052,"X114763"
22.7598,20.8897,4.40747,14.903,9.07168,11.6375,-1.03025,"X650395"
53.809,-2.65218,14.6944,10.8103,-20.3385,11.5737,-1.34955,"X620357"
41.5973,0.777283,5.7854,11.9587,2.32373,11.5319,-1.23416,"X531398"
29.03,1.92133,-2.32223,9.3945900000000009,4.3949,11.4352,-0.339301,"X78210"
44.6308,24.6241,4.78989,-11.5288,-10.3428,11.5725,-1.56712,"X402499"
18.2996,-16.419,4.31867,21.9503,-19.303,9.27358,-1.56977,"X783355"
37.9687,15.1261,14.4303,21.7739,6.81765,12.4511,-1.33015,"X336673"
42.3394,40.3064,-51.4152,-8.96874,-46.8416,12.9217,-2.81546,"X584433"
24.495,16.3003,1.4089,16.323,16.0174,12.5272,-0.99015,"X289039"
35.209,-1.19324,7.03896,3.59015,-6.22037,11.1035,-1.20633,"X18919"
31.9333,-26.7087,-1.00888,-7.44084,-3.08879,9.49222,-0.685229,"X880680"
36.6324,11.4625,8.79541,9.29799,3.41001,12.6691,-1.17913,"X798249"
36.7734,12.7003,-8.80072,18.447,16.9556,12.5511,-1.28744,"X884407"
34.4173,-31.2707,-60.8373,6.66928,-14.9744,8.00424,0.576867,"X74357"
54.0362,3.68211,11.8232,19.8178,-2.86965,12.2447,-0.983056,"X409174"
39.9572,11.6807,12.4456,15.8085,3.77124,11.7072,-0.931307,"X426714"
33.1807,0.264959,20.1381,-1.54142,-29.1527,11.2333,-2.034,"X57086"
40.0401,6.40911,9.44587,10.7654,-21.3065,12.703,-1.8916,"X405160"
16.6078,11.1813,10.8188,-5.66219,23.2627,10.5982,-0.497826,"X70313"
37.3048,-0.0897684,7.39741,37.687,4.79055,12.2702,-0.958449,"X533773"
35.6677,2.18754,12.4296,11.934,-15.6969,11.3245,-1.81368,"X746883"
35.669,4.49539,0.910171,27.8776,-4.13607,11.3755,-0.502397,"X769324"
30.8571,-13.7349,10.6479,-4.49448,-37.6417,10.7761,-1.91186,"X608463"
24.4524,3.40935,-4.76402,-4.5026,5.03234,10.5361,-1.42917,"X676890"
9.32018,5.70729,-40.902,34.8888,-32.5488,9.96852,-0.309226,"X370320"
35.0261,-7.2014,14.9114,13.7756,4.28007,11.423400000000001,-0.38667,"X864540"
26.583,-12.301,3.25138,14.2892,23.3421,9.87815,-0.419765,"X789799"
38.724,1.89757,20.9797,2.43576,5.88211,11.5426,-0.930701,"X331982"
39.8677,5.72006,-5.64596,9.71593,-0.584974,12.7043,-1.59033,"X430992"
30.8557,28.1725,-15.8222,28.8669,-11.6948,12.294,-0.562911,"X610496"
30.1137,-26.2156,-18.2274,16.5881,25.4543,9.07543,0.570112,"X143718"
31.7015,-35.1783,-13.7927,17.2308,6.57559,9.0105,-0.0805073,"X285250"
32.5032,39.8372,-24.888,27.9732,-17.1247,12.2645,-2.55041,"X67175"
29.4917,-35.7001,1.69344,20.7898,-3.14225,9.76373,-0.446185,"X486884"
33.1392,11.0098,6.10804,24.2358,23.9446,12.5405,-0.424544,"X303346"
47.5833,-9.3795,13.1213,-1.71122,-8.49693,11.4559,-0.379313,"X713974"
40.6129,-13.7539,-6.33398,-10.0969,-1.89022,10.8647,-1.2415,"X72567"
35.1754,-15.6627,13.7236,-0.775717,-12.855,10.2883,-1.57117,"X40818"
25.9314,14.3174,4.93123,34.443,18.0996,12.057,-0.632285,"X786070"
33.6155,-47.7617,-10.1088,19.366,11.935,8.54082,0.553581,"X69192"
42.81,13.5651,2.86065,10.6484,3.08252,12.0726,-1.19837,"X469790"
38.2483,4.30385,8.14348,23.1091,7.88251,12.8608,-1.3488,"X245222"
29.4098,-28.1847,-14.1309,13.0841,0.630538,9.68027,0.184977,"X382484"
25.68,-2.8941,-3.17952,16.1948,5.29924,10.9589,-1.32936,"X830512"
40.1664,29.8789,-2.00143,9.99064,-13.7555,11.6565,-1.41168,"X505417"
39.6532,3.04779,9.91554,3.56617,-28.5808,11.768,-1.79667,"X880014"
31.9355,-57.7372,-37.631,25.6081,13.4427,8.65796,0.233031,"X129679"
31.0076,-48.7689,-3.23314,-1.52594,-13.2287,8.67971,-0.696739,"X128877"
41.2747,-50.4831,-34.4823,4.51499,6.4775,8.44543,0.617397,"X740499"
40.0185,-62.8092,-36.3127,10.124,8.31338,8.11783,0.471918,"X528875"
39.6744,-44.0333,12.3514,0.110049,-2.54268,8.96387,-0.616006,"X272871"
41.909,13.8286,-5.88851,7.87266,4.09023,11.4253,-0.551347,"X724023"
26.3534,-0.107545,6.8332,32.0907,2.0975,10.9104,-0.096306,"X409850"
50.1174,-3.09246,10.753,18.5335,-3.36958,12.4026,-0.756416,"X697960"
40.633,-9.37728,-5.74041,-21.3315,-13.9925,11.3823,-1.42599,"X407974"
37.2064,50.6679,-52.3141,27.077,-19.6786,12.9284,-2.30731,"X751122"
32.2594,-39.2817,-12.0626,1.76081,0.441012,8.92419,0.187026,"X458864"
56.0274,19.4024,-6.11065,28.4266,-14.2068,12.4239,-2.04381,"X195671"
37.7311,9.38053,-3.72626,38.4971,6.05139,12.0004,-0.595693,"X9206"
39.9793,-21.8818,-10.1847,22.2333,14.1857,10.2446,0.255953,"X840787"
48.3737,-12.2672,2.22095,2.52201,-13.2398,11.2419,-1.90208,"X127066"
41.174,7.63024,8.8554,25.1255,8.83402,12.341,-0.493375,"X250036"
49.4834,-23.1832,1.53448,9.05506,-1.90841,10.9043,0.0242212,"X722625"
42.3373,-18.2549,22.5254,-14.3285,-9.37552,10.0675,-1.25023,"X34370"
52.3861,8.81999,8.49574,31.0884,-0.476976,12.2781,-0.581713,"X772030"
38.6613,18.9884,-8.85542,18.5958,-0.748217,13.1867,-2.16423,"X416482"
34.6856,-57.6996,-5.53658,-4.15352,-4.42402,8.83433,-0.658362,"X877211"
46.3623,-48.1631,-23.627,12.9949,-30.1465,8.16976,0.496368,"X729978"
32.9688,-39.1292,23.9057,25.7406,-31.6274,8.75466,-2.10359,"X822684"
36.3349,-22.8182,-9.54247,22.5766,11.7638,9.26278,0.315541,"X222047"
36.6919,12.2843,-61.9538,14.2999,-16.6485,12.8895,-2.74552,"X73563"
49.1674,3.28392,-4.43988,10.9389,2.02471,12.2324,-0.881718,"X132690"
45.4894,-1.39805,23.5198,-9.76237,-2.17063,10.7538,-0.791212,"X688360"
50.0656,-64.2498,-48.1391,19.2041,7.93398,8.11325,0.659069,"X110851"
37.1079,-61.8417,-37.2914,3.62162,-0.265866,7.98951,0.551003,"X601103"
40.5554,0.652309,7.38159,13.7864,-18.3315,11.7535,-1.07056,"X338786"
46.4404,3.43074,-8.66494,17.8156,-13.2328,11.2838,-0.779496,"X235215"
40.9982,18.618,3.81175,11.9377,6.07733,12.1135,-1.12922,"X312506"
35.7278,-7.83466,5.41967,14.9283,6.25349,10.8015,0.0610367,"X421234"
45.1462,-23.808,-7.6852,27.0431,17.1691,11.0845,0.385472,"X235046"
55.6019,-7.60514,20.6527,15.7905,-4.02459,11.2847,0.0196266,"X421944"
44.7213,-29.8694,7.97494,22.4966,-13.7577,10.38,-0.194092,"X438988"
45.1018,-5.8361,-4.02624,31.8029,23.6903,12.1266,-0.23803,"X416661"
45.3148,-4.60027,14.4702,3.92593,3.25011,11.6733,-0.588562,"X312101"
51.0968,-37.8527,-46.1005,-2.00601,22.5807,8.40637,0.761904,"X259484"
54.1557,5.49291,5.02417,-6.7556,-3.87563,12.2917,-0.933269,"X858321"
49.0326,19.2279,2.40646,23.2083,14.0358,12.5772,-0.697172,"X438943"
49.2931,3.65651,-2.78658,32.8165,0.254013,12.7185,-0.693145,"X761876"
43.0472,-44.3408,-32.0588,8.27002,26.727,8.94327,0.321642,"X368333"
47.5319,-4.65745,5.64635,24.0565,15.1184,12.3599,-0.0260776,"X673185"
45.4664,-18.8958,-22.1262,20.1774,7.53042,9.21982,0.274518,"X308113"
47.4802,-8.56686,-0.662887,34.7708,7.63317,12.4147,-0.107228,"X295504"
57.9449,3.06468,10.1874,7.30884,-11.2547,11.5183,-1.24258,"X435470"
58.2242,5.59082,5.26629,0.623376,-0.334539,12.379,-0.343258,"X602732"
37.2927,4.29939,1.81944,17.6257,-21.6496,11.7153,-0.662334,"X648875"
57.2616,4.49408,4.97026,18.1679,9.28624,12.134,-0.48487,"X214286"
47.5731,-13.8749,3.20713,13.2162,6.38254,11.411,-0.259582,"X448541"
57.7191,-26.8997,-14.8544,-7.38477,-11.544,10.1533,0.346276,"X67962"
50.9613,-1.55641,7.95872,4.20762,0.572925,11.9699,-0.867532,"X390042"
47.6083,3.22852,4.24934,21.8806,-0.789,11.8334,-0.604265,"X882374"
52.803,-7.1121,3.98903,7.85144,5.12714,11.53,0.105082,"X148552"
51.2349,23.8353,-13.721,5.30648,-35.5826,13.0723,-1.89652,"X241476"
35.7789,26.0293,-20.8317,32.5502,-18.3375,12.9076,-1.93489,"X160161"
54.9917,-49.0863,-42.9706,4.84094,5.33331,8.10569,0.664643,"X711654"
42.0572,-13.6003,4.02471,28.5419,20.1682,11.1563,0.366783,"X656219"
58.558,0.776491,6.29494,7.67219,-0.370246,11.8354,-0.837823,"X846152"
42.6437,-27.505,-7.32978,-13.3816,7.39701,10.1904,0.251619,"X380881"
56.8986,-39.8517,-26.1499,11.1582,12.1589,9.02789,0.424343,"X655805"
57.6908,-18.9958,15.2115,2.82896,-6.01581,11.0271,-0.648655,"X177251"
